Year,Month,Day,Eel_count,Eel_ID,Period,Region,Invasion_Year,Years_Since_Invasion,Invasion_Status,Site and Plot,Site,Mass_g,TL_mm,Gape_Width_mm,Sex,Region_Specific_Years_Since_Invasion,Eel_Presence_Fish,Eel_Presence_Shrimp,Eel_Presence_Crayfish,Eel_Presence_Odonata,Eel_Presence_Hemiptera,Eel_Presence_Coleoptera,Eel_Presence_Gastropoda,Eel_Presence_Diptera,Unknown_Insects,Amphipoda,Eel_Presence_Miscellaneous,TT_Mean_Count_Coleoptera,TT_Mean_Count_Crayfish,TT_Mean_Count_Diptera,TT_Mean_Count_Fish,TT_Mean_Count_Gastropoda,TT_Mean_Count_Hemiptera,TT_Mean_Count_Miscellaneous,TT_Mean_Count_Odonata,TT_Mean_Count_Shrimp,UknownInsects,mean_DEPTH_AVE_60DAY,mean_DEPTH_AVE_90DAY,mean_DEPTH_AVE_180DAY,mean_DEPTH_AVE_365DAY,mean_WET_SUM_365DAY,mean_DEPTH,Vol_TT_Mean_Count_Crayfish,Vol_TT_Mean_Count_Diptera,Vol_TT_Mean_Count_Fish,Vol_TT_Mean_Count_Gastropoda,Vol_TT_Mean_Count_Hemiptera,Vol_TT_Mean_Count_Miscellaneous,Vol_TT_Mean_Count_Odonata,Vol_TT_Mean_Count_Shrimp
2016,8,30,213,MA-213-DA,3,PHD,2009,7,Established,A55B,A55,23.9,305,5.95,NA,2007,0,1,0,1,1,1,0,0,0,0,0,0.095238095,0,0.047619048,3.047619048,0,3.095238095,0,0.857142857,7.904761905,,18.9042292,18.87089586,19.99496994,17.3218423,311.6666667,20.71534031,0,0.229873354,14.71189467,0,14.94176803,0,4.137720377,38.15897681
2016,8,30,214,MA-214-DA,3,PHD,2009,7,Established,A55B,A55,19.2,284,5.17,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.095238095,0,0.047619048,3.047619048,0,3.095238095,0,0.857142857,7.904761905,,18.9042292,18.87089586,19.99496994,17.3218423,311.6666667,20.71534031,0,0.229873354,14.71189467,0,14.94176803,0,4.137720377,38.15897681
2016,8,30,215,MA-215-DA,3,PHD,2009,7,Established,A55B,A55,17.5,280,4.26,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.095238095,0,0.047619048,3.047619048,0,3.095238095,0,0.857142857,7.904761905,,18.9042292,18.87089586,19.99496994,17.3218423,311.6666667,20.71534031,0,0.229873354,14.71189467,0,14.94176803,0,4.137720377,38.15897681
2016,9,2,217,MA-217-DA,3,TSL,2013,3,Colonizing,TSA,TS,28.1,323,5.59,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,2,218,MA-218-DA,3,TSL,2013,3,Colonizing,TSA,TS,1.9,293,5.38,NA,2011,0,0,0,1,0,0,0,0,0,1,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,1,221,MA-221-DA,3,TSL,2012,4,Colonizing,MDC,MD,24.6,294,6.1,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0,7.80952381,0.142857143,1.428571429,0,5.285714286,6.428571429,,52.76297048,49.48889641,53.91058131,53.83939917,365,58.64761834,0,0,13.31601185,0.243585583,2.435855827,0,9.012666558,10.96135122
2016,9,8,224,MA-224-DA,3,TSL,2013,3,Colonizing,CPC,CP,12.8,255,5.38,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.571428571,0.047619048,1.238095238,0.19047619,0.666666667,0.619047619,,46.86777301,45.65851375,48.92580623,51.10462409,365,55.37950994,0,0,8.254729189,0.085986762,2.235655822,0.34394705,1.203814673,1.117827911
2016,11,7,226,MA-226-DA,4,PHD,2009,7,Established,A55B,A55,211.2,597,15.18,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0.428571429,0,0.047619048,0.952380952,0,2.666666667,0.095238095,0.714285714,3.857142857,,25.93756253,24.04496994,21.52089586,21.15552296,365,29.71534031,0,0.160250723,3.205014456,0,8.974040475,0.320501446,2.403760842,12.98030854
2016,11,7,227,MA-227-DA,4,PHD,2009,7,Established,A55B,A55,51.8,387,6.86,NA,2007,1,0,0,0,0,0,0,0,0,0,0,0.428571429,0,0.047619048,0.952380952,0,2.666666667,0.095238095,0.714285714,3.857142857,,25.93756253,24.04496994,21.52089586,21.15552296,365,29.71534031,0,0.160250723,3.205014456,0,8.974040475,0.320501446,2.403760842,12.98030854
2016,11,7,228,MA-228-DA,4,PHD,2009,7,Established,A55B,A55,0.2,153,2.15,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0,0.047619048,0.952380952,0,2.666666667,0.095238095,0.714285714,3.857142857,,25.93756253,24.04496994,21.52089586,21.15552296,365,29.71534031,0,0.160250723,3.205014456,0,8.974040475,0.320501446,2.403760842,12.98030854
2016,11,7,231,MA-231-DA,4,PHD,2009,7,Established,A55B,A55,12.7,254,4.2699999999999996,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0.428571429,0,0.047619048,0.952380952,0,2.666666667,0.095238095,0.714285714,3.857142857,,25.93756253,24.04496994,21.52089586,21.15552296,365,29.71534031,0,0.160250723,3.205014456,0,8.974040475,0.320501446,2.403760842,12.98030854
2016,9,1,232,MA-232-DA,3,PHD,2011,5,Established,A62C,A62,33.2,680,18.149999999999999,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,233,MA-233-DA,3,PHD,2011,5,Established,A62C,A62,187.9,603,12.89,NA,2007,1,1,0,0,0,0,0,0,0,0,1,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,234,MA-234-DA,3,PHD,2011,5,Established,A62C,A62,128.2,498,11.14,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,235,MA-235-DA,3,PHD,2011,5,Established,A62C,A62,179.3,549,12.11,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,236,MA-236-DA,3,PHD,2011,5,Established,A62C,A62,98.7,454,9.7200000000000006,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,237,MA-237-DA,3,PHD,2011,5,Established,A62C,A62,26.9,320,6.08,NA,2007,0,0,0,0,0,0,0,1,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,238,MA-238-DA,3,PHD,2011,5,Established,A62C,A62,42.3,361,7.66,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,240,MA-240-DA,3,PHD,2011,5,Established,A62C,A62,0.7,224,3.8,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,242,MA-242-DA,3,PHD,2011,5,Established,A62C,A62,23,610,14.72,NA,2007,0,0,0,0,0,0,1,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,243,MA-243-DA,3,PHD,2011,5,Established,A62C,A62,212.8,537,15.04,NA,2007,0,0,0,0,1,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,244,MA-244-DA,3,PHD,2011,5,Established,A62C,A62,15.2,268,5.49,NA,2007,0,0,0,1,0,0,0,0,0,1,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,245,MA-245-DA,3,TSL,2012,4,Colonizing,MDB,MD,277.6,666,15.58,Female,2011,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0,7.80952381,0.142857143,1.428571429,0,5.285714286,6.428571429,,52.76297048,49.48889641,53.91058131,53.83939917,365,58.64761834,0,0,13.31601185,0.243585583,2.435855827,0,9.012666558,10.96135122
2016,8,31,247,MA-247-DA,3,PHD,2009,7,Established,A59D,A59,45.5,379,6.23,NA,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,248,MA-248-DA,3,PHD,2009,7,Established,A59D,A59,1.4,264,5.03,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,249,MA-249-DA,3,PHD,2009,7,Established,A59D,A59,8.8,249,3.89,NA,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,251,MA-251-DA,3,PHD,2009,7,Established,A59D,A59,5.6,205,3.5,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,11,7,252,MA-252-DA,4,PHD,2009,7,Established,A55C,A55,337.5,670,17.38,NA,2007,0,0,0,0,0,0,0,0,1,0,0,0.428571429,0,0.047619048,0.952380952,0,2.666666667,0.095238095,0.714285714,3.857142857,,25.93756253,24.04496994,21.52089586,21.15552296,365,29.71534031,0,0.160250723,3.205014456,0,8.974040475,0.320501446,2.403760842,12.98030854
2016,9,1,257,MA-257-DA,3,PHD,2011,5,Established,62A,A62,207.5,598,16.8,NA,2007,1,0,0,1,1,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,258,MA-258-DA,3,PHD,2011,5,Established,62A,A62,139.9,519,12.43,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,260,MA-260-DA,3,PHD,2011,5,Established,62A,A62,37.2,349,7.6,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,261,MA-261-DA,3,PHD,2011,5,Established,62A,A62,1.7,290,5.15,NA,2007,0,0,0,0,0,1,0,0,0,1,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,263,MA-263-DA,3,PHD,2011,5,Established,62A,A62,136.2,515,12.65,NA,2007,0,0,0,1,1,0,1,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,264,MA-264-DA,3,PHD,2011,5,Established,62A,A62,16.2,285,5.57,NA,2007,0,1,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,265,MA-265-DA,3,PHD,2011,5,Established,62A,A62,2.6,320,6.8,NA,2007,1,0,0,0,0,0,0,0,1,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,9,1,267,MA-267-DA,3,PHD,2011,5,Established,62A,A62,20.4,302,5.68,NA,2007,0,1,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,8,30,270,MA-270-DA,3,PHD,2009,7,Established,55C,A55,18.4,293,5.94,NA,2007,1,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0.047619048,3.047619048,0,3.095238095,0,0.857142857,7.904761905,,18.9042292,18.87089586,19.99496994,17.3218423,311.6666667,20.71534031,0,0.229873354,14.71189467,0,14.94176803,0,4.137720377,38.15897681
2016,8,30,271,MA-271-DA,3,PHD,2009,7,Established,55C,A55,17.9,280,4.57,NA,2007,0,0,0,1,1,0,0,1,0,1,0,0.095238095,0,0.047619048,3.047619048,0,3.095238095,0,0.857142857,7.904761905,,18.9042292,18.87089586,19.99496994,17.3218423,311.6666667,20.71534031,0,0.229873354,14.71189467,0,14.94176803,0,4.137720377,38.15897681
2016,8,30,272,MA-272-DA,3,PHD,2009,7,Established,55C,A55,19.3,284,4.0999999999999996,NA,2007,1,1,0,1,0,0,0,0,0,1,0,0.095238095,0,0.047619048,3.047619048,0,3.095238095,0,0.857142857,7.904761905,,18.9042292,18.87089586,19.99496994,17.3218423,311.6666667,20.71534031,0,0.229873354,14.71189467,0,14.94176803,0,4.137720377,38.15897681
2016,8,31,274,MA-274-DA,3,PHD,2009,7,Established,A59A,A59,1.4,264,3.23,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,275,MA-275-DA,3,PHD,2009,7,Established,A59A,A59,188.6,580,13.7,NA,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,276,MA-276-DA,3,PHD,2009,7,Established,A59A,A59,1.3,257,4.5599999999999996,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,278,MA-278-DA,3,PHD,2009,7,Established,A59B,A59,53.3,396,8.0299999999999994,NA,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,280,MA-280-DA,3,PHD,2009,7,Established,A59B,A59,9.8,253,4.2699999999999996,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,8,31,282,MA-282-DA,3,PHD,2009,7,Established,A59B,A59,8.9,240,3.62,NA,2007,0,0,0,0,0,0,1,0,0,1,0,0,0,0.047619048,3.380952381,0.047619048,5.904761905,0.333333333,3.142857143,7.142857143,,15.75716298,14.46827409,17.66405006,18.58676281,339.6666667,19.73071673,0,0.241344743,17.13547677,0.241344743,29.92674816,1.689413203,15.92875305,36.20171149
2016,9,2,283,MA-283-DA,3,TSL,2013,3,Colonizing,TSB,TS,34.5,340,6.83,NA,2011,0,1,0,1,0,0,0,0,0,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,8,31,284,MA-284-DA,3,PHD,2011,5,Established,A62,A62,168.7,548,12.99,NA,2007,1,0,0,0,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2016,8,31,287,MA-287-DA,3,PHD,2011,5,Established,A62,A62,47.6,392,8.6,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2018,8,15,288,MA-288-DA,3,TSL,2013,5,Established,CPA,CP,49.1,745,19.36,NA,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,10.80952381,0.19047619,2.428571429,0,2.285714286,5.285714286,,51.36221745,42.45851375,40.4924729,50.73476108,365,59.71284327,0,0.079746743,18.10251065,0.318986972,4.067083889,0,3.827843661,8.851888465
2016,9,2,289,MA-289-DA,3,TSL,2013,3,Colonizing,CPB,CP,1,239,3.21,NA,2011,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.571428571,0.047619048,1.238095238,0.19047619,0.666666667,0.619047619,,46.86777301,45.65851375,48.92580623,51.10462409,365,55.37950994,0,0,8.254729189,0.085986762,2.235655822,0.34394705,1.203814673,1.117827911
2016,9,2,290,MA-290-DA,3,TSL,2013,3,Colonizing,TSB,TS,403.5,731,20.02,NA,2011,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,2,291,MA-291-DA,3,TSL,2013,3,Colonizing,TSB,TS,37.3,353,5.55,NA,2011,1,1,0,1,0,0,0,0,0,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,2,292,MA-292-DA,3,TSL,2013,3,Colonizing,TSB,TS,175.5,535,13.52,Female,2011,0,0,0,0,0,1,0,0,1,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,2,293,MA-293-DA,3,TSL,2013,3,Colonizing,TSB,TS,77.2,415,7.25,NA,2011,0,0,0,1,1,0,1,0,0,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,2,295,MA-295-DA,3,TSL,2013,3,Colonizing,TSC,TS,11.6,235,3.27,NA,2011,0,0,0,1,0,0,0,0,0,1,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,2,296,MA-296-DA,3,TSL,2013,3,Colonizing,TSC,TS,168.6,566,12.44,Female,2011,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0.047619048,7.428571429,0.047619048,2.285714286,0.047619048,2.095238095,3.333333333,,40.70105736,38.87327958,42.14573189,44.22115046,365,48.85128745,0,0.097477569,15.20650082,0.097477569,4.678923331,0.097477569,4.289013053,6.823429857
2016,9,1,298,MA-298-DA,3,PHD,2011,5,Established,A62B,A62,20.3,540,12.94,Female,2007,0,1,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,2.476190476,0.095238095,3.238095238,0.047619048,1,1.714285714,,15.40188969,13.62411191,15.60873549,18.72757659,343.0793651,18.68836512,0,0.25480585,13.24990421,0.5096117,17.32679781,0.25480585,5.350922853,9.173010604
2018,8,15,303,MA-303-DA,3,TSL,2013,5,Established,TSA,TS,151.6,534,8.93,NA,2011,1,0,0,0,0,0,0,0,0,0,0,0.19047619,0,0.095238095,9.619047619,0.142857143,4.904761905,0,1.476190476,2.857142857,,41.07883514,34.83994625,35.08276893,44.62023722,365,51.18462078,0,0.186067795,18.79284729,0.279101692,9.58249144,0,2.884050822,5.582033848
2018,8,15,305,MA-305-DA,3,TSL,2013,5,Established,TSA,TS,106.9,474,9.7200000000000006,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.095238095,9.619047619,0.142857143,4.904761905,0,1.476190476,2.857142857,,41.07883514,34.83994625,35.08276893,44.62023722,365,51.18462078,0,0.186067795,18.79284729,0.279101692,9.58249144,0,2.884050822,5.582033848
2018,8,15,308,MA-308-DA,3,TSL,2013,5,Established,TSA,TS,23.7,272,3.68,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0.19047619,0,0.095238095,9.619047619,0.142857143,4.904761905,0,1.476190476,2.857142857,,41.07883514,34.83994625,35.08276893,44.62023722,365,51.18462078,0,0.186067795,18.79284729,0.279101692,9.58249144,0,2.884050822,5.582033848
2018,8,15,309,MA-309-DA,3,TSL,2013,5,Established,TSA,TS,568.5,785,23.44,Female,2011,0,0,0,1,1,0,0,0,0,0,0,0.19047619,0,0.095238095,9.619047619,0.142857143,4.904761905,0,1.476190476,2.857142857,,41.07883514,34.83994625,35.08276893,44.62023722,365,51.18462078,0,0.186067795,18.79284729,0.279101692,9.58249144,0,2.884050822,5.582033848
2018,8,15,310,MA-310-DA,3,TSL,2013,5,Established,TSA,TS,6.6,204,2.09,NA,2011,1,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.095238095,9.619047619,0.142857143,4.904761905,0,1.476190476,2.857142857,,41.07883514,34.83994625,35.08276893,44.62023722,365,51.18462078,0,0.186067795,18.79284729,0.279101692,9.58249144,0,2.884050822,5.582033848
2019,8,9,312,MA-312-DA,3,PHD,2011,8,Established,A62C,A62,0.3,190,3.17,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0.095238095,0,0,2.19047619,0.047619048,2.523809524,0,0.142857143,0.428571429,,12.84909173,10.06070375,10.25132997,14.68248071,336.4285714,17.98466142,0,0,12.17969101,0.264775892,14.03312226,0,0.794327675,2.382983024
2019,8,9,314,MA-314-DA,3,PHD,2011,8,Established,A62,A62,27.6,356,6.56,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.095238095,0,0,2.19047619,0.047619048,2.523809524,0,0.142857143,0.428571429,,12.84909173,10.06070375,10.25132997,14.68248071,336.4285714,17.98466142,0,0,12.17969101,0.264775892,14.03312226,0,0.794327675,2.382983024
2019,8,9,320,MA-320-DA,3,PHD,2011,8,Established,A62B,A62,5.1,213,3.51,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.095238095,0,0,2.19047619,0.047619048,2.523809524,0,0.142857143,0.428571429,,12.84909173,10.06070375,10.25132997,14.68248071,336.4285714,17.98466142,0,0,12.17969101,0.264775892,14.03312226,0,0.794327675,2.382983024
2019,8,9,321,MA-321-DA,3,PHD,2011,8,Established,A62A,A62,9.8,259,2.91,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0.095238095,0,0,2.19047619,0.047619048,2.523809524,0,0.142857143,0.428571429,,12.84909173,10.06070375,10.25132997,14.68248071,336.4285714,17.98466142,0,0,12.17969101,0.264775892,14.03312226,0,0.794327675,2.382983024
